hi
         108580237 function calls (108559707 primitive calls) in 415.720 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 compiler_lock.py:19(__enter__)
        1    0.000    0.000    0.000    0.000 mathdecl.py:115(Math_gcd)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        2    0.000    0.000    0.001    0.001 fromnumeric.py:1119(argmax)
        1    0.000    0.000    0.000    0.000 transforms.py:1750(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 collections.py:1549(EventCollection)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 csc.py:16(csc_matrix)
        1    0.000    0.000    0.001    0.001 std.py:1142(__exit__)
        1    0.000    0.000    0.000    0.000 specifiers.py:569(__init__)
        6    0.000    0.000    0.000    0.000 instructions.py:26(module)
        2    0.000    0.000    0.000    0.000 instructions.py:624(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:447(_return_errcode_raw)
        1    0.000    0.000    0.000    0.000 base.py:963(get_python_api)
        1    0.000    0.000    0.000    0.000 builtins.py:363(BitwiseInvert)
        1    0.000    0.000    0.000    0.000 sigutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:159(PassManager)
        2    0.000    0.000    0.000    0.000 caching.py:556(_data_path)
        3    0.000    0.000    0.000    0.000 __init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:189(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        1    0.000    0.000    0.000    0.000 scale.py:194(LogTransform)
        1    0.000    0.000    0.000    0.000 _enums.py:136(<listcomp>)
        5    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 _constraints.py:18(NonlinearConstraint)
        2    0.000    0.000    0.000    0.000 std.py:1290(fp_write)
        1    0.000    0.000    0.000    0.000 __init__.py:1124(ResourceManager)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        3    0.000    0.000    0.000    0.000 instructions.py:394(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:285(__init__)
        1    0.000    0.000    0.000    0.000 cgutils.py:90(_StructProxy)
        1    0.000    0.000    0.000    0.000 debuginfo.py:25(AbstractDIBuilder)
        1    0.000    0.000    0.000    0.000 decorators.py:30(Vectorize)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 mathdecl.py:129(Math_frexp)
       30    0.000    0.000    0.000    0.000 multiarray.py:644(result_type)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:16(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        3    0.000    0.000    0.000    0.000 model.py:331(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 _mathtext.py:222(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:3017(Entry)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       22    0.000    0.000    0.000    0.000 codata.py:1566(_check_obsolete)
        1    0.000    0.000    0.000    0.000 __init__.py:1687(MemoizedZipManifests)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        4    0.000    0.000    0.000    0.000 types.py:228(_to_string)
       20    0.000    0.000    0.000    0.000 values.py:696(align)
        5    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        3    0.000    0.000    0.000    0.000 core.py:81(pointer)
        1    0.000    0.000    0.000    0.000 builtins.py:908(Round)
        1    0.000    0.000    0.000    0.000 parallel.py:536(gen_snt_check)
        1    0.000    0.000    0.000    0.000 listobject.py:1439(ListIterInstance)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:358(__subclasshook__)
        3    0.000    0.000    0.000    0.000 typing.py:203(_deduplicate)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
        3    0.000    0.000    0.000    0.000 rcsetup.py:942(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 transforms.py:81(TransformNode)
       17    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        2    0.000    0.000    0.001    0.000 __init__.py:3079(parse_requirements)
        1    0.000    0.000    0.009    0.009 pythoncom.py:2(<module>)
        1    0.000    0.000    0.000    0.000 passmanagers.py:100(PassManager)
        9    0.000    0.000    0.000    0.000 builder.py:204(function)
        2    0.000    0.000    0.000    0.000 scalars.py:119(__init__)
        1    0.000    0.000    0.000    0.000 typeconv.py:77(__init__)
        3    0.000    0.000    0.000    0.000 cgutils.py:957(global_constant)
        2    0.000    0.000    0.000    0.000 imputils.py:187(user_function)
        1    0.000    0.000    0.000    0.000 builtins.py:714(NumberAttribute)
        1    0.000    0.000    0.000    0.000 array_analysis.py:209(EquivSet)
        1    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        1    0.000    0.000    0.000    0.000 __init__.py:844(Handler)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 uuid.py:713(uuid4)
        1    0.000    0.000    0.000    0.000 colors.py:1915(LightSource)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:2074(MaxNLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2141(BlendedGenericTransform)
        2    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:29(LayoutGrid)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
        1    0.000    0.000    0.000    0.000 passmanagers.py:88(create_function_pass_manager)
        1    0.000    0.000    0.000    0.000 types.py:475(BaseStructType)
        6    0.000    0.000    0.000    0.000 builder.py:290(_branch_helper)
        2    0.000    0.000    0.000    0.000 scalars.py:137(__init__)
        1    0.000    0.000    0.000    0.000 templates.py:254(FunctionTemplate)
        1    0.000    0.000    0.000    0.000 stencil.py:64(StencilFunc)
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:106(_fix_lead_digit)
        1    0.000    0.000    0.000    0.000 controlflow.py:728(ControlFlowAnalysis)
        1    0.000    0.000    0.000    0.000 array_analysis.py:736(SymbolicEquivSet)
        3    0.000    0.000    0.000    0.000 rangeobj.py:101(RangeIter)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_pack_uint32)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        3    0.000    0.000    0.000    0.000 index_tricks.py:311(__init__)
        1    0.000    0.000    0.001    0.001 model.py:316(build_backend_type)
        1    0.000    0.000    0.000    0.000 ticker.py:1408(EngFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:1391(LineCollection)
        1    0.000    0.000    0.000    0.000 mathtext.py:182(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1388(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_tools.py:501(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 art3d.py:503(Path3DCollection)
        1    0.000    0.000    0.000    0.000 _ode.py:839(vode)
        2    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        1    0.000    0.000    0.000    0.000 argparse.py:1665(ArgumentParser)
        1    0.000    0.000    0.000    0.000 kdtree.py:182(KDTree)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 version.py:68(LegacyVersion)
        1    0.000    0.000    0.000    0.000 specifiers.py:77(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 executionengine.py:225(__init__)
        3    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        3    0.000    0.000    0.000    0.000 values.py:267(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:515(descr)
        2    0.000    0.000    0.000    0.000 instructions.py:817(__init__)
        1    0.000    0.000    0.000    0.000 cgutils.py:682(unpack_tuple)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:607(reducer_override)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:8(__init__)
        4    0.000    0.000    0.000    0.000 compiler_lock.py:22(__exit__)
        1    0.000    0.000    0.000    0.000 builtins.py:376(<listcomp>)
        2    0.000    0.000    0.009    0.005 codegen.py:1157(unserialize_library)
        1    0.000    0.000    0.000    0.000 inspection.py:1(<module>)
       15    0.000    0.000    0.000    0.000 options.py:15(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1495(ReconstructSSA)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:190(compile_pattern)
        2    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        2    0.000    0.000    0.000    0.000 model.py:272(build_backend_type)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:343(PngStream)
        1    0.000    0.000    0.000    0.000 ImageFile.py:583(PyDecoder)
        2    0.000    0.000    0.000    0.000 dates.py:1927(set_converter)
        1    0.000    0.000    0.000    0.000 text.py:1378(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:644(StixFonts)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
       31    0.000    0.000    0.000    0.000 ffi.py:247(__enter__)
        4    0.000    0.000    0.000    0.000 ffi.py:349(__exit__)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 specifiers.py:568(SpecifierSet)
        1    0.000    0.000    0.000    0.000 sysconfig.py:119(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 executionengine.py:117(target_data)
        1    0.000    0.000    0.000    0.000 passmanagers.py:92(RefPruneSubpasses)
        1    0.000    0.000    0.000    0.000 containers.py:689(DictType)
        1    0.000    0.000    0.000    0.000 ir.py:1183(Block)
        1    0.000    0.000    0.000    0.000 base.py:30(OverloadSelector)
        1    0.000    0.000    0.000    0.000 builtins.py:225(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 builtins.py:700(BooleanAttribute)
        1    0.000    0.000    0.000    0.000 listobj.py:42(_ListPayloadMixin)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        5    0.000    0.000    0.000    0.000 weakref.py:131(__getitem__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:496(close)
        4    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1213(LogitFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2301(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 axis.py:2264(YAxis)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 ffi.py:197(register_lock_callback)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 values.py:685(ArgumentAttributes)
        8    0.000    0.000    0.000    0.000 builder.py:241(position_at_end)
        1    0.000    0.000    0.000    0.000 common.py:36(Buffer)
        1    0.000    0.000    0.000    0.000 core.py:64(Type)
        1    0.000    0.000    0.000    0.000 callconv.py:98(get_return_type)
        1    0.000    0.000    0.000    0.000 base.py:1246(_initialize_llvm_lock_event)
        1    0.000    0.000    0.000    0.000 listobject.py:76(ListStatus)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1022(_cache_bytecode)
      4/3    0.000    0.000    0.000    0.000 typing.py:337(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:402(_get_xdg_cache_dir)
